request_id,arrival_time,input_len,output_len,service_time,slo_deadline
105,495.8778796783826,536,188,0.9228000000000001,1.5508111866764192
106,496.72264465723913,241,124,0.58525,1.7692031388301834
107,500.9382313233948,1607,1270,4.86715,18.987265664340615
108,503.2533258254384,122,294,1.0757,3.0594530514617677
109,513.1219818607279,246,322,1.2210999999999999,2.74895796024724
110,520.0745719060716,153,382,1.37125,2.606286509469916
111,520.2810604084765,250,203,0.8421000000000001,1.7837427608663343
112,523.8949205073399,520,114,0.6788000000000001,1.4007255417649003
113,524.6784756228984,1449,746,3.11925,8.539283088707702
114,527.7297452560839,573,397,1.60825,2.338912158054302
115,528.1668523756131,1085,687,2.76665,4.477282083648229
116,529.2252709092455,457,234,1.03445,1.9945980392393028
117,530.1432988889186,345,258,1.06085,4.134811799330276
118,535.7309312062653,171,193,0.7745500000000001,1.1989851090271493
119,537.8693920258498,203,294,1.1121500000000002,1.8642066716044938
120,541.6491094909368,303,199,0.8531500000000001,1.1554894511752354
121,543.354911612204,640,139,0.8128,1.5158170829580573
122,546.429254037721,2134,445,2.4643,4.329270248621185
123,549.1458879388775,817,1290,4.57565,6.808140926395065
124,550.4171391612069,592,300,1.3064,3.9059717280952593
125,557.6889312690772,481,176,0.85965,2.191141538131268
126,572.1025926202522,528,89,0.6024,1.2330126084853896
127,575.935082423572,413,283,1.17145,1.6286056818742747
128,583.1089990359309,371,297,1.1973500000000001,3.8856790534066508
129,584.9127316809614,575,71,0.56595,1.2680402607349432
130,586.2300202814887,817,636,2.48285,5.47069149162931
131,591.5434591856639,643,150,0.84935,1.4260015301291702
132,607.855912749412,380,217,0.9454,1.5997200844432533
133,610.575477333463,386,256,1.0729,3.2849316581031487
134,626.3605962100894,489,338,1.38165,4.413482442948218
135,626.3923822020668,1423,954,3.77315,9.995039561291186
136,626.635602229105,243,239,0.95415,1.4069081321798378
137,634.2992309255353,505,385,1.53925,3.127576891654958
138,634.8664035170815,236,68,0.40380000000000005,1.2312629351311364
139,643.3282856152194,676,1391,4.8354,9.42432001935778
140,645.2147585842881,817,1154,4.14045,7.126838916418918
141,671.7436804106663,1839,444,2.32835,4.182402429718973
142,676.8141853297232,381,215,0.9394500000000001,1.5721978283930231
143,676.8709781225056,134,69,0.36110000000000003,1.2816697526472194
144,684.3978168145647,2118,1398,5.5067,7.568652466809887
145,686.3507567740893,1142,916,3.5251,13.842683988679182
146,686.4485957142123,136,406,1.4404000000000001,3.1284567089439297
147,711.874639252948,1480,1175,4.506,14.554327972650277
148,716.3677831388225,1681,513,2.47805,4.6532241181831555
149,717.4899848540452,1950,1043,4.2951,8.927083136560942
150,719.5719958597576,557,238,1.09225,2.099484090308498
151,727.5591722330896,409,93,0.56165,1.6009745168621938
152,734.6027331631132,390,258,1.0811,4.003501227745167
153,740.4952876428789,145,306,1.12445,1.6391426493331676
154,751.1681155185018,406,417,1.5971,4.241511250349162
155,757.0574284155084,1589,1316,5.00625,11.10442750708952
156,758.8108061516077,489,385,1.53205,2.4967351741743142
157,759.169010772045,1763,801,3.43655,5.144031927908167
158,761.3337568170474,355,161,0.75495,1.1203304813193427
159,768.7823066452347,456,385,1.5171999999999999,3.3542146824668753
160,769.8006726862026,102,408,1.4315000000000002,2.642691699378007
161,778.9373164947682,397,310,1.25065,2.0692033933288054
162,786.6029745592588,1704,1430,5.4228000000000005,15.782547653142032
163,787.9841315181347,458,221,0.9933000000000001,2.165746663542433
164,802.7722638766367,1660,1249,4.8238,9.468372836896451
165,807.4199325965831,269,159,0.7098500000000001,2.70336476588237
166,815.9520573100025,1048,496,2.1388000000000003,3.9847634977392423
167,817.9431002216468,1252,1200,4.4834000000000005,9.757051697318413
168,825.6613822112329,1775,1257,4.90115,7.629698935411617
169,847.7689172073177,606,235,1.1047,1.9063698925254804
170,851.0151141536539,282,335,1.2789000000000001,4.351655071128645
171,852.6327432416908,374,160,0.7603,2.9843599383685047
172,865.3375412481082,430,340,1.3615000000000002,2.268343063372387
173,874.3868669728339,415,214,0.9515500000000001,1.4867674270007116
174,875.3886521454425,197,83,0.43425,1.3508259989325377
175,876.4448117738392,645,339,1.45505,4.87649511188896
176,877.674724365057,567,174,0.89195,2.455937062265304
177,882.0692116642484,600,348,1.4636000000000002,3.8723089615082165
178,884.404872038015,367,44,0.38595,0.5518949512637698
179,890.728907870702,610,291,1.2857,4.9758292244395275
180,891.9645633918773,226,374,1.3785,2.383758850784722
181,893.4350270254988,1767,429,2.24795,3.89058005892199
182,899.9787259301942,183,367,1.33675,3.1162955152579355
183,905.7796611046464,309,393,1.47665,4.634228843572376
184,911.2495650166825,1729,1244,4.838850000000001,12.400415815925511
185,914.5644004287977,2014,900,3.8663000000000003,5.3083984505984025
186,917.8071809858512,1927,748,3.34075,4.564317818642415
187,921.0817556521475,1940,937,3.9514,6.690605549610457
188,922.2007195820614,318,326,1.2663000000000002,2.337495757600003
189,924.1504678422964,501,96,0.61265,2.3419829901259828
190,928.4217438930585,457,165,0.81365,1.860640180244396
191,934.1111743520463,252,317,1.2078,4.635946119221899
192,934.2207170125065,896,452,1.9296000000000002,3.0934683537710366
193,936.4265446147112,515,308,1.29735,2.145366567946801
194,948.0953713435631,585,161,0.8584499999999999,3.075303618597345
195,951.5367191951215,510,258,1.1351,2.174976560372477
196,951.7165011924931,315,146,0.68895,0.9460610497899328
197,954.7823994935246,1104,1154,4.2696000000000005,13.858413872273822
198,959.3688148971946,241,415,1.51645,4.932316116013767
199,960.6349844735257,399,129,0.67235,0.948729442178857
200,969.6258082859332,2042,1209,4.8677,6.841134625950133
201,971.6094670798087,170,136,0.5917,1.962852170578786
202,973.843452307928,1734,650,2.9403,5.683348669143922
203,976.1132523910077,620,154,0.8518,1.7499014968381346
204,976.4462138189965,528,58,0.5032,0.7425000208710348
205,984.9294728562734,437,240,1.04465,1.9732801016510086
206,989.6464342931304,1258,903,3.5357000000000003,5.327129590067169
207,992.5530201155561,527,162,0.83555,1.7317872519497783
208,1008.8838546535394,2013,1247,4.97625,8.327488477402682
209,1019.3422746252741,565,334,1.40305,4.711084681207509
210,1020.26354933865,94,418,1.4599000000000002,2.768495279785902
211,1024.0938162808848,497,126,0.70685,1.6702331848113359
212,1024.1919562894702,534,120,0.7042999999999999,1.2619874956815589
213,1034.539446918518,626,396,1.6289000000000002,3.139026482449104
214,1034.7158264510306,611,289,1.27975,2.236208477054847
215,1036.7950793168056,2116,1025,4.312200000000001,16.88849456999617
216,1045.6877521968445,144,290,1.0728,2.7898984743773467
217,1047.9102782875175,1909,427,2.30545,4.786327753618617
218,1052.256944331017,1346,535,2.3977000000000004,4.148912613683724
219,1053.1857632884273,304,233,0.9624,3.0714356703505103
220,1054.758185411645,940,441,1.9142000000000001,2.7422615706632465
221,1056.8208112604686,85,338,1.19985,2.677191025019506
222,1057.6719292375817,1577,1313,4.99125,8.985999173630221
223,1059.4018240165622,544,324,1.3616,4.178668358388945
224,1061.7218014954803,2126,643,3.0943000000000005,4.208191442750601
225,1065.7089908926196,435,101,0.5989500000000001,1.198652230786285
226,1068.8300984877228,213,151,0.65905,1.8627675835307356
227,1074.1145058076825,541,243,1.10105,2.121241032400036
228,1085.4922931132346,80,393,1.3736000000000002,2.01727228669965
229,1090.3678319948588,288,287,1.1280000000000001,3.902958946342487
230,1094.9128519420858,357,83,0.50625,0.8178270271450263
231,1097.1719971316675,246,363,1.3523,3.5097912006998078
232,1099.4288702994108,471,129,0.70475,0.9846602866345668
233,1100.3819916139225,230,310,1.1755,3.3382976616937725
234,1121.7209422009048,1702,601,2.7691,9.95308675756321
235,1124.0574825544884,1116,1320,4.8062000000000005,9.440309873984557
236,1128.9606559324939,401,54,0.43325,0.748838322451751
237,1130.460016965577,1992,1244,4.9572,14.609276967436568
238,1132.1671789479142,1104,1021,3.8440000000000003,5.576437624143163
239,1133.1404863890311,590,419,1.6863000000000001,3.193708434994201
