request_id,arrival_time,input_len,output_len,slo_deadline,memory_need
82,465.5333013715652,374,172,1.5227261158054186,546
83,469.07754668276544,353,422,2.018471500981406,775
84,471.4462779013569,561,394,5.300459653821491,955
85,478.81200598955184,691,67,1.1244132154108892,758
86,482.6680395384778,477,45,1.3627294122321068,522
87,484.3419370691194,229,90,1.2958803615619836,319
88,491.59504858328114,2397,1576,10.328446589400217,3973
89,502.2118729243475,525,395,2.1949151339747126,920
90,504.49013533064056,336,219,1.752049876526027,555
91,513.3946887775472,171,292,3.934147665122763,463
92,513.5629271526742,1579,541,3.81793053586296,2120
93,524.963385971688,973,1198,5.650108487255652,2171
94,528.358892498699,144,365,4.652157919769917,509
95,530.1011427313377,1388,877,9.247604190825005,2265
96,539.6801035503586,81,263,1.728215742375279,344
97,550.9367639288664,1996,660,11.424821375164537,2656
98,554.4611730819555,100,289,1.3342641531099444,389
99,557.8792071144171,487,256,2.0656364001292027,743
100,561.5777987148598,1595,1488,16.234065458108784,3083
101,574.0169721940435,1670,1533,19.631869722109318,3203
102,578.9594804734155,460,273,2.561710992419132,733
103,579.580916023647,261,325,1.9345610386570795,586
104,580.218006453939,219,374,2.707738059243316,593
105,589.3487761335604,1477,847,4.753747490879652,2324
106,590.036197237596,681,172,1.6610424515789322,853
107,600.513127908093,1963,1288,6.63252496344556,3251
108,615.3300756772048,113,105,1.5512973737345677,218
109,624.0117321964331,411,112,0.7959810033253496,523
110,630.4934195222429,490,386,5.305278959540617,876
111,633.0864289357883,92,128,1.0207044189373844,220
112,654.0649070549044,150,50,0.4535186591956256,200
113,656.0991521197324,449,377,1.9046334185123908,826
114,658.218956776218,1306,553,4.883174196947864,1859
115,660.4092104845834,343,232,1.6708386239841324,575
116,668.1725788583225,1596,1615,9.82460193765063,3211
117,672.7345453248487,123,115,0.9197780253209805,238
118,675.522357550197,2297,687,6.288276737322541,2984
119,675.7868411348301,466,208,2.335044543478201,674
120,678.5943166088787,1873,1188,8.10589692431372,3061
121,681.3645308901998,137,206,2.247456541479982,343
122,681.531441430109,159,126,1.0224351691137818,285
123,685.6254837003805,542,314,3.039734467212949,856
124,688.1461294352775,234,406,4.461225693270442,640
125,692.0483879601536,117,388,4.742968108439748,505
126,693.1314060538685,114,444,4.974985771734239,558
127,699.5294520090971,564,214,1.5066566975863382,778
128,701.5943385955982,199,264,1.3242217182634612,463
129,702.8268413438888,687,131,1.04717887226988,818
130,710.5561546167362,231,414,2.03491694275666,645
131,717.7449913355068,109,283,1.6376483108744337,392
132,720.6029622869574,399,159,1.8086053425079645,558
133,721.7918215664614,388,356,2.217941323801296,744
134,722.0194843184267,1734,565,3.9965989219850484,2299
135,724.5103195812386,509,76,1.3745681127003513,585
136,728.3161281500489,1199,909,7.2109450729294915,2108
137,758.6610581316983,352,60,1.0970761463783227,412
138,760.1005296332152,282,403,2.2827391085053184,685
139,760.6771277116196,683,165,1.9838988173682786,848
140,763.3645766525499,461,71,0.8938421297159537,532
141,769.0060157277638,450,366,2.284008918046729,816
142,771.393409380308,2167,701,6.236026584396032,2868
143,774.2717676335698,1208,823,8.271478855511386,2031
144,778.9629481880102,1012,1342,8.605619479898918,2354
145,782.5835136992187,1233,960,6.214397159721257,2193
146,786.1414849291237,357,159,1.2219426354581522,516
147,786.6984020445877,1422,1695,11.866257223164911,3117
148,804.4175352407273,435,244,3.896878497963829,679
149,804.8012985050659,2035,1612,11.383843880887751,3647
150,805.0718659990054,2251,847,8.030565133420259,3098
151,819.8149691615105,168,198,1.614907144328155,366
152,824.450368491244,831,1393,16.221114364072033,2224
153,833.6799597285051,399,370,3.6885471116728317,769
154,848.0805297148463,1937,1145,14.357905127177334,3082
155,858.651794043012,1623,1547,17.555221210901777,3170
156,864.1292526863084,165,244,2.94899645771324,409
157,866.4972310435037,464,289,2.3021962901462825,753
158,866.6587733841013,474,63,0.7839524083233866,537
159,892.6289745849124,644,87,2.1612716477039164,731
160,900.1659783499434,351,225,2.5484816461485083,576
161,900.9353900360196,610,364,2.0299416900561336,974
162,904.2865745879649,641,85,0.8403715426249212,726
163,906.4356981184243,575,234,2.082291805364398,809
164,909.2958242254248,287,245,1.5167096994748617,532
165,910.6072240833367,1211,773,5.47972482845881,1984
166,920.7724321756477,1212,747,7.886042672048864,1959
167,922.6986172909511,786,1421,13.95089651783903,2207
168,935.1179903057026,330,424,3.642701462145231,754
169,937.1459892368101,650,419,2.385608845169864,1069
170,942.5250166923265,126,69,0.44954334457002093,195
171,953.6695891913457,280,41,1.0494130027474964,321
172,961.067754336473,342,222,1.9093135474370526,564
173,966.0581423932567,696,78,1.980496103755702,774
174,969.5255398986388,1704,1690,10.503347443458852,3394
175,981.5606424944436,383,389,2.190221377138361,772
176,982.4276369774313,654,427,6.4879855947034,1081
177,983.1466545688673,382,200,2.5328716954796557,582
178,984.9881221998673,985,741,3.8183312965388616,1726
179,986.0704577067614,109,295,3.7344067373946834,404
180,988.6304426633915,272,439,2.8766244389221045,711
181,988.8767105724503,163,283,1.6114701785715593,446
182,992.2183875160016,449,413,2.2391979377709768,862
183,996.5924138603018,620,98,1.1335364225278703,718
184,1005.8242603347251,96,324,1.735241367765278,420
185,1016.5944701608898,359,352,2.02598010027935,711
186,1018.056586511263,2519,1669,10.26568448890719,4188
187,1036.2123246999463,245,335,3.630582670346991,580
188,1043.5502668971144,1074,794,6.170044634006068,1868
189,1045.9169275591134,530,240,4.025736367904767,770
190,1051.044404785722,2293,511,4.525279357498094,2804
191,1057.403366306298,1483,495,3.1111499396937785,1978
192,1060.5936141091224,450,192,1.183941036526641,642
193,1064.2886750983273,608,319,4.32980174689035,927
194,1071.6792999122556,2327,889,11.992761051400821,3216
195,1073.9600655868417,135,328,2.516853715919951,463
196,1075.5367724165487,852,581,8.409847959108923,1433
197,1079.421044509447,1887,1680,22.910293818905146,3567
198,1082.6220334604614,1389,909,6.226263736985105,2298
199,1086.710735113421,399,65,0.8027783286295579,464
200,1090.9459311949918,291,281,1.6966801626237433,572
201,1091.2537905186982,1085,1324,12.854645671847237,2409
202,1092.6897225950452,1628,1319,16.12029923480937,2947
203,1099.1747201228577,461,268,3.9016479743242316,729
204,1100.2039947564986,359,362,3.1775208342670362,721
205,1101.1411982419806,1028,1622,10.892192818118321,2650
206,1108.623198420208,419,406,3.448299324100871,825
207,1111.463170163098,136,169,1.008871765108413,305
208,1118.1874472430486,682,212,2.273343329251367,894
209,1120.9416235082779,690,62,0.8486091952037124,752
210,1123.5741706345734,631,268,1.9397895922850286,899
211,1125.205221849271,1537,1060,5.997398712203941,2597
212,1131.1040884682209,283,64,0.5540151059984421,347
213,1143.5957355779756,151,222,1.1921156999819682,373
214,1143.8603410447834,116,138,1.1748896034508403,254
215,1148.4679763732788,476,185,1.9978746996604606,661
216,1156.6305421906316,195,240,1.9089684460058975,435
217,1160.238352952138,458,236,1.5414111638916403,694
218,1160.5794277972554,388,107,1.6142508192142133,495
219,1160.884360226634,545,402,3.1998427397130493,947
220,1167.3738640574206,167,432,2.4844343361522943,599
221,1167.9904162427554,1896,1453,13.857859155345777,3349
222,1168.7446226045163,644,226,1.4845584866574166,870
223,1171.108709829549,576,68,1.0001250592895823,644
224,1174.3731387717366,158,171,0.8846782844261917,329
225,1174.5702024499485,605,96,0.9706717485062635,701
226,1175.7707465353524,2104,1688,8.420317215521662,3792
227,1175.9216952455085,132,442,2.6752032591644563,574
228,1181.9739623156295,667,401,5.985237852534954,1068
229,1183.5562952739585,356,378,2.0874641598372854,734
230,1188.3156731897586,526,210,1.9877650577641433,736
231,1192.6100630637973,666,228,1.9047984245042426,894
232,1203.9365767416714,1555,820,8.172060382061888,2375
233,1214.7980019448332,121,443,2.0637109753978304,564
234,1218.9020258688627,264,325,4.317841019237448,589
235,1224.8996959756444,173,325,1.9473037614047919,498
236,1226.1140226474201,2216,1122,8.571333410059486,3338
237,1231.7619077290826,2471,979,8.703030382816879,3450
238,1236.7446852082574,322,215,2.472239217218795,537
239,1238.389668830642,1785,1215,11.679205061558816,3000
240,1238.76212499077,2182,1099,10.05707363391778,3281
241,1241.6997131178389,2146,628,5.304764585175379,2774
242,1242.1848383144236,89,364,1.930140157729973,453
243,1244.0903260438022,1063,1404,8.714700299564473,2467
244,1244.9393230569578,657,329,1.8934992447673729,986
245,1255.7688029899448,634,315,4.392662821592678,949
246,1256.818197946637,363,378,2.0854782279005804,741
247,1264.6945620884683,267,440,3.5587673064879337,707
248,1275.2775282682883,119,414,5.070302827731722,533
249,1280.6579849868378,186,369,4.769570721197538,555
250,1287.645606743838,339,121,0.8343518956552108,460
251,1293.8870479664179,396,101,1.1508209783537786,497
252,1294.0379848179589,316,291,4.114079772209374,607
253,1300.3021024047341,104,259,2.3368698026197006,363
254,1310.983348093703,915,1127,7.829994900540048,2042
255,1330.5809880544855,1015,799,4.4513852902358755,1814
256,1334.2258364384518,526,88,1.0136761748014151,614
257,1353.68617238226,2233,684,8.634116701440059,2917
258,1367.363520142743,562,109,1.3565890339799649,671
259,1368.11677777687,264,363,3.9054799833774716,627
